Feature,CompGroup.C.,BaseGroup.B.,NumSamplesInC,NumSamplesInB,SignedFC,Tstatistic,Parameter,Pvalue,X95.Conf.Int.1,X95.Conf.Int.2,MeanC,MeanB,NullValue.DifferenceInMeans,Alternative,Method,FDR
EPS15,SeverAD,Control,7,8,-1.56375928049619,-3.33460538629703,10.2901905074572,0.00727320507314542,-1.07436934152524,-0.2156675513319,7.20688942857143,7.851907875,0,two.sided,Welch Two Sample t-test,0.675445034777526
VTA1,SeverAD,Control,7,8,-2.27313830386869,-3.17646808929061,12.9778860339878,0.00730418098408636,-1.99054929168626,-0.378821636885173,3.05039028571429,4.23507575,0,two.sided,Welch Two Sample t-test,0.675445034777526
EPHA5,SeverAD,Control,7,8,-1.44838925077394,-3.18200676963116,12.8496444572015,0.00730673566263084,-0.897736640735873,-0.171162109264128,2.484952,3.019401375,0,two.sided,Welch Two Sample t-test,0.675445034777526
CALN1,SeverAD,Control,7,8,-2.49921527901463,-3.41015781315894,9.36756244315074,0.00731008351175804,-2.19287165683408,-0.450078700308773,4.00101357142857,5.32248875,0,two.sided,Welch Two Sample t-test,0.675445034777526
PRINS,SeverAD,Control,7,8,1.19208243116856,3.53847914946883,8.21748130409402,0.00731454952536977,0.0890480202541858,0.417919979745813,8.036069,7.782585,0,two.sided,Welch Two Sample t-test,0.675445034777526
STRBP,SeverAD,Control,7,8,-1.38574724831108,-3.31713262161596,10.4682561657174,0.0073260472585302,-0.784905773953397,-0.156422511760889,1.62960685714286,2.100271,0,two.sided,Welch Two Sample t-test,0.675445034777526
MCM9,SeverAD,Control,7,8,-1.57669466683664,-3.24100394773887,11.6485807917721,0.0073301198729878,-1.09999841607694,-0.213808191065914,5.24461057142857,5.901513875,0,two.sided,Welch Two Sample t-test,0.675445034777526
GPBP1L1,SeverAD,Control,7,8,-1.24777501033308,-3.25801127851587,11.3451987925752,0.00733948646763165,-0.534305282919863,-0.10441035993728,6.52206942857143,6.84142725,0,two.sided,Welch Two Sample t-test,0.675445034777526
DIRAS2,SeverAD,Control,7,8,-1.63390247622723,-3.23385355702965,11.7391464219077,0.00735801722716964,-1.18673340876301,-0.229910341236994,6.660562,7.368883875,0,two.sided,Welch Two Sample t-test,0.675445034777526
NME7,SeverAD,Control,7,8,-1.40423691259126,-3.6535656421122,7.40722542761098,0.00737804679876928,-0.803282131954747,-0.176290582330966,10.0095911428571,10.4993775,0,two.sided,Welch Two Sample t-test,0.675445034777526
